id	lemma	pure	translit	full_definition
H6630	צַאֲנָן	צאנן	Tsaʼănân	Zaanan = "pointed" 1) a town in the low country of Judah exegesis:from the same as צֹאן H6629 used denominatively; sheep pasture; explanation: Zaanan , a place in Palestine translation:Zaanan.
H6631	צֶאֱצָא	צאצא	tseʼĕtsâʼ	[G:references: G1549,G5043] 1) offspring, produce, issue 1a) offspring (of men) 1b) produce (of earth) 1c) descendants (metaphorical) exegesis:from יָצָא H3318 ; explanation: issue , i.e. produce , children translation:that which cometh forth (out), offspring.
H6632	צָב	צב	tsâb	1) a carrying vehicle, litter, covered wagon 2) an unclean lizard 2a) perhaps a tortoise 2b) perhaps an extinct animal, exact meaning unknown exegesis:from an unused root meaning to establish; explanation: a palanquin or canopy (as a fixture); also a species of lizard (probably as clinging fast) translation:covered, litter, tortoise.
H6633	צָבָא	צבא	tsâbâʼ	[G:references: G1754,G1831,G3008,G3936,G4757] 1) to go forth, wage war, fight, serve 1a) (Qal) 1a1) to wage war, fight, go forth to war 1a2) to serve (at sacred tent) 1b) (Hiphil) to cause to go forth, muster exegesis:a primitive root; explanation: to mass (an army or servants) translation:assemble, fight, perform, muster, wait upon, war.
H6634	צְבָא	צבא	tsᵉbâʼ	[G:references: G1013,G1380,G2212,G2307,G2309,G923] 1) to desire, be inclined, be willing, be pleased 1a) (P'al) 1a1) to desire 1a2) to be pleased 1a3) to will (without hindrance) (of God) exegesis:(Aramaic) corresponding to פִּתְרוֹן H6623 in the figurative sense of summoning one's wishes; explanation: to please translation:will, would.
H6635	צָבָא	צבא	tsâbâʼ	[G:references: G39,G706,G792,G798,G979,G1411,G1484,G2889,G3009,G3163,G4128,G4171,G4752,G4756,G4519] 1) that which goes forth, army, war, warfare, host 1a) army, host 1a1) host (of organised army) 1a2) host (of angels) 1a3) of sun, moon, and stars 1a4) of whole creation 1b) war, warfare, service, go out to war 1c) service exegesis:or (feminine) צְבָאָה H ; from צָבָא H6633 ; explanation: a mass of persons (or figuratively, things), especially reg . organized for war (an army); by implication, a campaign , literally or figuratively (specifically, hardship, worship) translation:appointed time, ([phrase]) army, ([phrase]) battle, company, host, service, soldiers, waiting upon, war(-fare).
H6636	צְבֹאִים	צבאים	Tsᵉbôʼîym	Zeboim or Zeboiim = "gazelles" 1) one of the 5 cities in the plain which included Sodom and Gomorrah exegesis:or (more correctly) צְבִיִּים H ; or צְבִיִּם H ; plural of צְבִי H6643 ; gazelles; explanation: Tseboim or Tsebijim , a place in Palestine translation:Zeboiim, Zeboim.
H6637	צֹבֵבָה	צבבה	Tsôbêbâh	Zobebah = "the slow" 1) son of Coz of the tribe of Judah exegesis:feminine active participle of the same as צָב H6632 ; the canopier (with the article); explanation: Tsobebah , an Israelitess translation:Zobebah.
H6638	צָבָה	צבה	tsâbâh	1) to swell, swell up 1a) (Qal) to swell (of adulteress' belly) 1b) (Hiphil) to cause to swell (of adulteress' belly) exegesis:a primitive root; explanation: to amass , i.e. grow turgid ; specifically, to array an army against translation:fight swell.
H6639	צָבֶה	צבה	tsâbeh	1) swelling, swollen exegesis:from צָבָה H6638 ; explanation: turgid translation:swell.
H6640	צְבוּ	צבו	tsᵉbûw	[G:references: G4229] 1) thing, anything, matter 1a) apparently thing desired 1b) as a matter of determination exegesis:(Aramaic) from צְבָא H6634 ; explanation:properly, will ; concretely, an affair (as a matter of determination) translation:purpose.
H6641	צָבוּעַ	צבוע	tsâbûwaʻ	1) coloured, variegated, speckled exegesis:passive participle of the same as צֶבַע H6648 ; explanation: dyed (in stripes), i.e. the hyena translation:speckled.
H6642	צָבַט	צבט	tsâbaṭ	1) (Qal) to reach, hold out exegesis:a primitive root; explanation: to grasp , i.e. hand out translation:reach.
H6643	צְבִי	צבי	tsᵉbîy	[G:references: G1391,G1588,G1680,G1741,G2308] 1) beauty, glory, honour 1a) beauty, decoration 1b) honour 2) roebuck, gazelle 2a) perhaps an extinct animal, exact meaning unknown exegesis:from צָבָה H6638 in the sense of prominence; explanation: splendor (as conspicuous); also a gazelle (as beautiful) translation:beautiful(-ty), glorious (-ry), goodly, pleasant, roe(-buck).
H6644	צִבְיָא	צביא	Tsibyâʼ	Zibia = "roe" 1) a Benjamite, son of Shaharaim by wife Hodesh exegesis:for צִבְיָּה H6645 ; explanation: Tsibja , an Israelite translation:Zibia.
H6645	צִבְיָּה	צביה	Tsibyâh	Zibiah = "roe" 1) a native of Beersheba, wife of king Ahaziah and mother of king Joash both of Judah exegesis:for צְבִיָּה H6646 ; explanation: Tsibjah , an Israelite translation:Zibiah.
H6646	צְבִיָּה	צביה	tsᵉbîyâh	[G:references: G5000] 1) gazelle, doe exegesis:feminine of צְבִי H6643 ; explanation: a female gazelle translation:roe.
H6647	צְבַע	צבע	tsᵉbaʻ	[G:references: G835,G911] 1) to dip, wet (something) 1a) (Pael) to wet 1b) (Ithpael) to be wet exegesis:(Aramaic) a root corresponding to that of צֶבַע H6648 ; explanation: to dip translation:wet.
H6648	צֶבַע	צבע	tsebaʻ	1) dye, dyed stuff, something dyed, coloured cloth exegesis:from an unused root meaning to dip (into coloring fluid); explanation: a dye translation:divers, colours.
H6649	צִבְעוֹן	צבעון	Tsibʻôwn	Zibeon = "coloured" 1) father of Anah, whose daughter Aholibamah married Esau 2) son of Seir the Horite 2a) maybe same as 1 exegesis:from the same as צֶבַע H6648 ; variegated; explanation: Tsibon , an Idumaean translation:Zibeon.
H6650	צְבֹעִים	צבעים	Tsᵉbôʻîym	Zeboim = "speckled" 1) city and surrounding valley in Benjamin between Jericho and Jerusalem exegesis:plural of צָבוּעַ H6641 ; hyenas; explanation: Tseboim , a place in Palestine translation:Zeboim.
H6651	צָבַר	צבר	tsâbar	[G:references: G906,G2343,G4863] 1) (Qal) to heap up, pile up 1a) of grain, dust, silver exegesis:a primitive root; explanation: to aggregate translation:gather (together), heap (up), lay up.
H6652	צִבֻּר	צבר	tsibbur	[G:references: G1015] 1) heap, pile exegesis:from פַּרְעֹשׁ H6551 ; explanation: a pile translation:heap.
H6653	צֶבֶת	צבת	tsebeth	1) bundles 1a) of grain exegesis:from an unused root apparently meaning to grip; explanation: a lock of stalks translation:handful.
H6654	צַד	צד	tsad	[G:references: G3313,G4125,G5606] 1) side exegesis:contr. from an unused root meaning to sidle off; explanation: a side ; figuratively, an adversary translation:(be-) side.
H6655	צַד	צד	tsad	1) side 2) (CLBL) beside exegesis:(Aramaic) corresponding to צַד H6654 ; explanation:used adverbially (with preposition) at or upon the side of translation:against, concerning.
H6656	צְדָא	צדא	tsᵉdâʼ	[G:references: G230] n m 1) purpose adj 2) (CLBL) true exegesis:(Aramaic) from an unused root corresponding to צָדָה H6658 in the sense of intentness; explanation: a (sinister) design translation:true.
H6657	צְדָד	צדד	Tsᵉdâd	Zedad = "mountain side" 1) one of the landmarks on the northern border of Israel as promised by Moses and restated by Ezekiel exegesis:from the same as צַד H6654 ; a siding; explanation: Tsedad , a place near Palestine translation:Zedad.
H6658	צָדָה	צדה	tsâdâh	[G:references: G1195,G1587] 1) (Qal) to lie in wait 2) to lay waste 2a) (Niphal) to be laid waste exegesis:a primitive root; explanation: to chase ; by implication, to desolate translation:destroy, hunt, lie in wait.
H6659	צָדוֹק	צדוק	Tsâdôwq	[G:references: G4524] Zadok = "righteous" 1) the high priest, son of Ahitub of the house of Eleazar the son of Aaron, and 11th in descent from Aaron; joined David after Saul's death and supported him against Absalom and Adonijah; anointed Solomon as king 2) a priest, son of Meraioth, father of Meshullam of the house of Ahitub; apparently a nephew of 1 3) father of Jerusha, the wife of king Uzziah and mother of king Jotham of Judah 4) son of Baana and repairer of the wall of Jerusalem in the time of Nehemiah 5) son of Immer and repairer of the wall of Jerusalem in the time of Nehemiah 6) a leader of the people in the time of Nehemiah 7) a scribe appointed by Nehemiah as one of the treasurers over the storehouse 8) a valiant warrior of the tribe of Benjamin who joined David at Hebron. Same as 1? exegesis:from צָדַק H6663 ; just; explanation: Tsadok , the name of eight or nine Israelites translation:Zadok.
H6660	צְדִיָּה	צדיה	tsᵉdîyâh	1) lying in wait, ambushing exegesis:from צָדָה H6658 ; (compare צְדָא H6656 ) explanation: design translation:lying in wait.
H6661	צִדִּים	צדים	Tsiddîym	Ziddim = "the declivities" 1) a fortified town in the territory of Naphtali exegesis:plural of צַד H6654 ; sides; explanation: Tsiddim (with the article), a place in Palestine translation:Ziddim.
H6662	צַדִּיק	צדיק	tsaddîyq	[G:references: G95,G227,G1342,G1343,G2152,G4103] 1) just, lawful, righteous 1a) just, righteous (in government) 1b) just, right (in one's cause) 1c) just, righteous (in conduct and character) 1d) righteous (as justified and vindicated by God) 1e) right, correct, lawful exegesis:from צָדַק H6663 ; explanation: just translation:just, lawful, righteous (man).
H6663	צָדַק	צדק	tsâdaq	[G:references: G273,G398,G1342,G1342,G1342,G1344,G2511] 1) to be just, be righteous 1a) (Qal) 1a1) to have a just cause, be in the right 1a2) to be justified 1a3) to be just (of God) 1a4) to be just, be righteous (in conduct and character) 1b) (Niphal) to be put or made right, be justified 1c) (Piel) justify, make to appear righteous, make someone righteous 1d) (Hiphil) 1d1) to do or bring justice (in administering law) 1d2) to declare righteous, justify 1d3) to justify, vindicate the cause of, save 1d4) to make righteous, turn to righteousness 1e) (Hithpael) to justify oneself exegesis:a primitive root; explanation: to be (causatively, make) right (in a moral or forensic sense) translation:cleanse, clear self, (be, do) just(-ice, -ify, -ify self), (be turn to) righteous(-ness).
H6664	צֶדֶק	צדק	tsedeq	[G:references: G1342,G1343,G1344,G1346,G2920] 1) justice, rightness, righteousness 1a) what is right or just or normal, rightness, justness (of weights and measures) 1b) righteousness (in government) 1b1) of judges, rulers, kings 1b2) of law 1b3) of Davidic king, Messiah 1b4) of Jerusalem as seat of just government 1b5) of God's attribute 1c) righteousness, justice (in case or cause) 1d) rightness (in speech) 1e) righteousness (as ethically right) 1f) righteousness (as vindicated), justification (in controversy), deliverance, victory, prosperity 1f1) of God as covenant-keeping in redemption 1f2) in name of Messianic king 1f3) of people enjoying salvation 1f4) of Cyrus exegesis:from צָדַק H6663 ; explanation: the right (natural, moral or legal); also (abstractly) equity or (figuratively) prosperity translation:[idiom] even, ([idiom] that which is altogether) just(-ice), (un-)right(-eous) (cause, -ly, -ness).
H6665	צִדְקָה	צדקה	tsidqâh	1) right doing, doing right, righteousness exegesis:(Aramaic) corresponding to צְדָקָה H6666 ; explanation: beneficence translation:righteousness.
H6666	צְדָקָה	צדקה	tsᵉdâqâh	[G:references: G1342,G1343,G1344,G1345,G1654,G2167,G2917] 1) justice, righteousness 1a) righteousness (in government) 1a1) of judge, ruler, king 1a2) of law 1a3) of Davidic king Messiah 1b) righteousness (of God's attribute) 1c) righteousness (in a case or cause) 1d) righteousness, truthfulness 1e) righteousness (as ethically right) 1f) righteousness (as vindicated), justification, salvation 1f1) of God 1f2) prosperity (of people) 1g) righteous acts exegesis:from צָדַק H6663 ; explanation: rightness (abstractly), subjectively (rectitude), objectively (justice), morally (virtue) or figuratively (prosperity) translation:justice, moderately, right(-eous) (act, -ly, -ness).
H6667	צִדְקִיָּה	צדקיה	Tsidqîyâh	Zedekiah = "Jehovah is righteous" 1) the last king of Judah renamed from 'Mattaniah' by Nebuchadnezzar; son of Josiah by wife Hamutal; placed on the throne by Nebuchadnezzar when he carried his nephew Jehoiakim in captivity 2) false prophet at the court of king Ahab of the northern kingdom of Israel 3) son of Maaseiah, a false prophet in Babylon 4) son of Hananiah, one of the princes of Judah in the time of Jeremiah 5) a priest who sealed the covenant with Nehemiah 6) son of king Jehoiakim of Judah exegesis:or צִדְקִיָּהוּ H ; from צֶדֶק H6664 and יָהּ H3050 ; right of Jah; explanation: Tsidkijah , the name of six Israelites translation:Zedekiah, Zidkijah.
H6668	צָהַב	צהב	tsâhab	[G:references: G4744] 1) to gleam, shine 1a) (Hophal) to gleam exegesis:a primitive root; explanation: to glitter , i.e. be golden in color translation:[idiom] fine.
H6669	צָהֹב	צהב	tsâhôb	1) gleaming, yellow (of hair) exegesis:from צָהַב H6668 ; explanation: golden in color translation:yellow.
H6670	צָהַל	צהל	tsâhal	[G:references: G21,G994,G5015] 1) to neigh, cry shrilly 1a) (Qal) 1a1) to neigh (of men as stallions-fig.) 1a2) (Piel) to cry shrilly (in distress) 2) (Hiphil) to make shining exegesis:a primitive root; explanation: to gleam , i.e. (figuratively) be cheerful ; by transference to sound clear (of various animal or human expressions) translation:bellow, cry aloud (out), lift up, neigh, rejoice, make to shine, shout.
H6671	צָהַר	צהר	tsâhar	1) (Hiphil) to press oil, press out oil, glisten exegesis:a primitive root; to glisten; used only as denominative from יִצְהָר H3323 , explanation: to press out oil translation:make oil.
H6672	צֹהַר	צהר	tsôhar	[G:references: G3314] n m 1) noon, midday 1a) noon (as specific time of day) 1b) noon (in simile as bright of happiness, blessing) n f 2) roof 2a) meaning dubious exegesis:from צָהַר H6671 ; explanation: a light (i.e. window); dual double light , i.e. noon translation:midday, noon(-day, -tide), window.
H6673	צַו	צו	tsav	1) command, ordinance, oracle (meaning dubious) 1a) used in mocking mimicry of Isaiah's words and thus not a true divine command exegesis:or צָו H ; from צָוָה H6680 ; explanation: an injunction translation:commandment, precept.
H6674	צוֹא	צוא	tsôwʼ	[G:references: G4508] adj 1) (BDB) filthy n m 2) (CLBL) filth exegesis:or צֹא H ; from an unused root meaning to issue; explanation: soiled (as if excrementitious) translation:filthy.
H6675	צוֹאָה	צואה	tsôwʼâh	[G:references: G1841,G4509] 1) filth, excrement exegesis:or צֹאָה H ; feminine of צוֹא H6674 ; explanation: excrement ; generally, dirt ; figuratively, pollution translation:dung, filth(-iness). Marg. for חֶרֶא H2716 .
H6676	צַוַּאר	צואר	tsavvaʼr	[G:references: G5137] 1) neck exegesis:(Aramaic) corresponding to צַוָּאר H6677 explanation:{ the back of the neck (as that on which burdens are bound)} translation:neck.
H6677	צַוָּאר	צואר	tsavvâʼr	1) neck, back of neck 1a) neck, back of neck (of man) 1b) neck (of animals) exegesis:or צַוָּר H ; (Nehemiah 3:5), or צַוָּרֹן H ; (Song of Solomon 4:9), or (feminine) צַוָּארָה H ; (Micah 2:3), intensively from צוּר H6696 in the sense of binding; explanation: the back of the neck (as that on which burdens are bound) translation:neck.
H6678	צוֹבָא	צובא	Tsôwbâʼ	Zoba or Zobah = "station" 1) the name of a portion of Syria which formed a separate kingdom in the times of Saul, David, and Solomon; located northeast of Damascus exegesis:or צוֹבָה H ; or צֹבָה H ; from an unused root meaning to station; a station; explanation: Zoba or Zobah , a region of Syria translation:Zoba, Zobah.
H6679	צוּד	צוד	tsûwd	[G:references: G1294,G1612,G2340] 1) to hunt 1a) (Qal) to hunt 1b) (Poel) to hunt, hunt eagerly or keenly 1c) (Hithpael) take provision exegesis:a primitive root; also denominative from צַיִד H6718 explanation: to lie alongside (i.e. in wait); by implication, to catch an animal (figuratively, men); to victual (for a journey) translation:chase, hunt, sore, take (provision).
H6680	צָוָה	צוה	tsâvâh	[G:references: G649,G1303,G1325,G1627,G1760,G1781,G2004,G2525,G2729,G2980,G4367,G4921,G4929,G5021,G5087] 1) to command, charge, give orders, lay charge, give charge to, order 1a)(Piel) 1a1) to lay charge upon 1a2) to give charge to, give command to 1a3) to give charge unto 1a4) to give charge over, appoint 1a5) to give charge, command 1a6) to charge, command 1a7) to charge, commission 1a8) to command, appoint, ordain (of divine act) 1b) (Pual) to be commanded exegesis:a primitive root; explanation:(intensively) to constitute , enjoin translation:appoint, (for-) bid, (give a) charge, (give a, give in, send with) command(-er, -ment), send a messenger, put, (set) in order.
H6681	צָוַח	צוח	tsâvach	[G:references: G994] 1) (Qal) to shout, cry aloud, cry out exegesis:a primitive root; explanation: to screech (exultingly) translation:shout.
H6682	צְוָחָה	צוחה	tsᵉvâchâh	[G:references: G2906,G3649] 1) outcry, shout exegesis:from צָוַח H6681 ; explanation: a screech (of anguish) translation:cry(-ing).
H6683	צוּלָה	צולה	tsûwlâh	[G:references: G12] 1) ocean-deep, deep, ocean depth exegesis:from an unused root meaning to sink; explanation: an abyss (of the sea) translation:deep.
H6684	צוּם	צום	tsûwm	[G:references: G3522] 1) (Qal) to abstain from food, fast exegesis:a primitive root; explanation: to cover over (the mouth), i.e. to fast translation:[idiom] at all, fast.
H6685	צוֹם	צום	tsôwm	[G:references: G3521] 1) fast, fasting exegesis:or צֹם H ; from צוּם H6684 ; explanation: a fast translation:fast(-ing).
H6686	צוּעָר	צוער	Tsûwʻâr	Zuar = "littleness" 1) father of Nethaneel, the chief of the tribe of Issachar at the time of the exodus and an assistant of Moses exegesis:from צָעַר H6819 ; small; explanation: Tsuar , an Israelite translation:Zuar.
H6687	צוּף	צוף	tsûwph	[G:references: G2346,G2716,G3926] 1) to flow, overflow, flood, float 1a) (Qal) to flood 1b) (Hiphil) 1b1) to cause to flow over 1b2) to cause to float exegesis:a primitive root; explanation: to overflow translation:(make to over-) flow, swim.
H6688	צוּף	צוף	tsûwph	[G:references: G2781] 1) honeycomb exegesis:from צוּף H6687 ; explanation: comb of honey (from dripping) translation:honeycomb.
H6689	צוּף	צוף	Tsûwph	Zuph or Zophai = "honeycomb" n pr m 1) a Kohathite Levite, ancestor of Elkanah and Samuel n pr loc 2) a district northwest of Jerusalem where Saul encountered Samuel exegesis:or צוֹפַי H ; or צִיף H ; from צוּף H6688 ; honey-comb; explanation: Tsuph or Tsophai or Tsiph , the name of an Israelite and of a place in Palestine translation:Zophai, Zuph.
H6690	צוֹפַח	צופח	Tsôwphach	Zophah = "a cruse" 1) an Asherite, son of Helem and father of Suah, Harnepher, Shual, Beri, and Imrah exegesis:from an unused root meaning to expand, breadth; explanation: Tsophach , an Israelite translation:Zophah.
H6691	צוֹפַר	צופר	Tsôwphar	Zophar = "sparrow" 1) the 3rd friend of Job exegesis:from צָפַר H6852 ; departing; explanation: Tsophar , a friend of Job translation:Zophar.
H6692	צוּץ	צוץ	tsûwts	[G:references: G985] 1) to blossom, shine, sparkle 1a) (Qal) 1a1) to flourish 1a2) to shine, gleam 1b) (Hiphil) to blossom, put forth blossoms, produce blossoms 2) (Hiphil) to gaze, peep, glance, make the eyes sparkle exegesis:a primitive root; explanation: to twinkle , i.e. glance ; by analogy, to blossom (figuratively, flourish) translation:bloom, blossom, flourish, shew self.
H6693	צוּק	צוק	tsûwq	1) (Hiphil) to constrain, press, bring into straits, straiten, oppress exegesis:a primitive root; explanation: to compress , i.e. (figuratively) oppress , distress translation:constrain, distress, lie sore, (op-) press(-or), straiten.
H6694	צוּק	צוק	tsûwq	1) (Qal) to pour out, melt exegesis:a primitive root (identical with through the idea of narrowness (of orifice)); explanation: to pour out , i.e. (figuratively) smelt , utter translation:be molten, pour.
H6695	צוֹק	צוק	tsôwq	[G:references: G4730] n m 1) constraint, distress, strait 1a) distress, anguish (fig.) n f 2) pressure, distress exegesis:or (feminine) צוּקָה H ; from צוּק H6693 ; explanation: a strait , i.e. (figuratively) distress translation:anguish, [idiom] troublous.
H6696	צוּר	צור	tsûwr	[G:references: G64,G480,G906,G1210,G2523,G2983,G4111,G4776,G4912] 1) to bind, besiege, confine, cramp 1a) (Qal) 1a1) to confine, secure 1a2) to shut in, beseige 1a3) to shut up, enclose 2) (Qal) to show hostility to, be an adversary, treat as foe 3) (Qal) to form, fashion, delineate exegesis:a primitive root; explanation: to cramp , i.e. confine (in many applications, literally and figuratively, formative or hostile) translation:adversary, assault, beset, besiege, bind (up), cast, distress, fashion, fortify, inclose, lay siege, put up in bags.
H6697	צוּר	צור	tsûwr	[G:references: G39,G998,G2316,G2962,G3173,G3735,G4073,G4731,G5441] 1) rock, cliff 1a) rocky wall, cliff 1b) rock (with flat surface) 1c) block of stone, boulder 1d) rock (specific) 1e) rock (of God) 1f) rock (of heathen gods) n pr dei 1g) Rock exegesis:or צֻר H ; from צוּר H6696 ; explanation:properly, a cliff (or sharp rock, as compressed); generally, a rock or boulder ; figuratively, a refuge ; also an edge (as precipitous) translation:edge, [idiom] (mighty) God (one), rock, [idiom] sharp, stone, [idiom] strength, [idiom] strong. See also בֵּית צוּר H1049 .
H6698	צוּר	צור	Tsûwr	Zur = "rock" 1) father of Cozbi and one of the 5 Midianite princes who were slain when Balaam fell 2) son of Jehiel, the father or leader of Gibeon exegesis:the same as צוּר H6697 ; rock; explanation: Tsur , the name of a Midianite and of an Israelite translation:Zur.
H6699	צוּרָה	צורה	tsûwrâh	[G:references: G1345] 1) form, fashion, design exegesis:feminine of צוּר H6697 ; explanation: a rock (Job 28:10); also a form (as if pressed out) translation:form, rock.
H6700	צוּרִיאֵל	צוריאל	Tsûwrîyʼêl	Zuriel = "my rock is God" 1) son of Abihail and chief of the Merarite Levites at the time of the exodus exegesis:from צוּר H6697 and אֵל H410 ; rock of God; explanation: Tsuriel , an Israelite translation:Zuriel.
H6701	צוּרִישַׁדַּי	צורישדי	Tsûwrîyshadday	Zurishaddai = "my rock is almighty" 1) father of Shelumiel, the chief of the Simeonites at the time of the exodus exegesis:from צוּר H6697 and שַׁדַּי H7706 ; rock of (the) Almighty; explanation: Tsurishaddai , an Israelite translation:Zurishaddai.
H6702	צוּת	צות	tsûwth	1) (Hiphil) to kindle, burn, set on fire exegesis:a primitive root; explanation: to blaze translation:burn.
H6703	צַח	צח	tsach	[G:references: G1515,G3022] 1) dazzling, glowing, clear, bright exegesis:from צָחַח H6705 ; explanation: dazzling , i.e. sunny , bright , (figuratively) evident translation:clear, dry, plainly, white.
H6704	צִחֶה	צחה	tsicheh	1) parched exegesis:from an unused root meaning to glow; explanation: parched translation:dried up.
H6705	צָחַח	צחח	tsâchach	[G:references: G2989] 1) (Qal) to be dazzling, be aglow, glow exegesis:a primitive root; explanation: to glare , i.e. be dazzling white translation:be whiter.
H6706	צְחִיחַ	צחיח	tsᵉchîyach	1) shining or glaring surface, glow exegesis:from צָחַח H6705 ; explanation: glaring , i.e. exposed to the bright sun translation:higher place, top.
H6707	צְחִיחָה	צחיחה	tsᵉchîychâh	1) scorched land, parched, scorched exegesis:feminine of צְחִיחַ H6706 ; explanation: a parched region , i.e. the desert translation:dry land.
H6708	צְחִיחִי	צחיחי	tsᵉchîychîy	1) shining or glaring surface, bare places exegesis:from צְחִיחַ H6706 ; explanation: bare spot , i.e. in the glaring sun translation:higher place.
H6709	צַחֲנָה	צחנה	tsachănâh	1) stench, foul odour exegesis:from an unused root meaning to putrefy; explanation: stench translation:ill savour.
H6710	צַחְצָחָה	צחצחה	tsachtsâchâh	1) scorched region, parched land exegesis:from צָחַח H6705 ; explanation: a dry place , i.e. desert translation:drought.
H6711	צָחַק	צחק	tsâchaq	[G:references: G1070,G1702,G3815] 1) to laugh, mock, play 1a) (Qal) to laugh 1b) (Piel) 1b1) to jest 1b2) to sport, play, make sport, toy with, make a toy of exegesis:a primitive root; explanation: to laugh outright (in merriment or scorn); by implication, to sport translation:laugh, mock, play, make sport.
H6712	צְחֹק	צחק	tsᵉchôq	[G:references: G1071] 1) laughter, laughing stock exegesis:from צָחַק H6711 ; explanation: laughter (in pleasure or derision) translation:laugh(-ed to scorn).
H6713	צַחַר	צחר	tsachar	1) reddish-gray, tawny exegesis:from an unused root meaning to dazzle; explanation: sheen , i.e. whiteness translation:white.
H6714	צֹחַר	צחר	Tsôchar	Zohar = "tawny" 1) a Judaite, son of Ashur by wife Helah 2) father of Ephron the Hittite 3) one of the sons of Simeon; also 'Zerah' exegesis:from the same as צַחַר H6713 ; whiteness; explanation: Tsochar , the name of a Hittite and of an Israelite translation:Zohar. Compare יִצְחַר H3328 .
H6715	צָחֹר	צחר	tsâchôr	1) tawny exegesis:from the same as צַחַר H6713 ; explanation: white translation:white.
H6716	צִי	צי	tsîy	[G:references: G4143] 1) ship exegesis:from צָוָה H6680 ; explanation: a ship (as a fixture) translation:ship.
H6717	צִיבָא	ציבא	Tsîybâʼ	Ziba = "statue" 1) a servant of Saul whom David made steward of Jonathan's son Mephibosheth exegesis:from the same as צוֹבָא H6678 ; station; explanation: Tsiba , an Israelite translation:Ziba.
H6718	צַיִד	ציד	tsayid	[G:references: G2339] 1) hunting, game 1a) hunting 1b) game hunted 2) provision, food 2a) provision, food, food-supply exegesis:from a form of צוּד H6679 and meaning the same; explanation: the chase ; also game (thus taken); (generally) lunch (especially for a journey) translation:[idiom] catcheth, food, [idiom] hunter, (that which he took in) hunting, venison, victuals.
H6719	צַיָּד	ציד	tsayâd	[G:references: G966] 1) hunter exegesis:from the same as צַיִד H6718 ; explanation: a huntsman translation:hunter.
H6720	צֵידָה	צידה	tsêydâh	[G:references: G1979] 1) provision, food exegesis:or צֵדָה H ; feminine of צַיִד H6718 ; explanation: food translation:meat, provision, venison, victuals.
H6721	צִידוֹן	צידון	Tsîydôwn	[G:references: G4605] Sidon = "hunting" 1) ancient Phoenician city, on Mediterranean coast north of Tyre exegesis:or צִידֹן H ; from צוּד H6679 in the sense of catching fish; fishery; explanation: Tsidon , the name of a son of Canaan, and of a place in Palestine translation:Sidon, Zidon.
H6722	צִידֹנִי	צידני	Tsîydônîy	Sidonians = see hunting "hunting" 1) an inhabitant of Sidon exegesis:patrial from צִידוֹן H6721 ; explanation: a Tsidonian or inhabitant of Tsidon translation:Sidonian, of Sidon, Zidonian.
H6723	צִיָּה	ציה	tsîyâh	[G:references: G504,G1372,G2048,G3584] 1) dryness, drought, desert exegesis:from an unused root meaning to parch; explanation: aridity ; concretely, a desert translation:barren, drought, dry (land, place), solitary place, wilderness.
H6724	צִיוֹן	ציון	tsîyôwn	1) dryness, parched land or ground exegesis:from the same as צִיָּה H6723 ; explanation: a desert translation:dry place.
H6725	צִיּוּן	ציון	tsîyûwn	x-typo:lemma צִיוּן missing dagesh, corrected to [G:references: G4592] 1) signpost, monument, market exegesis:from the same as צִיָּה H6723 in the sense of conspicuousness (compare נָצַח H5329 ); explanation: a monumental or guiding pillar translation:sign, title, waymark.
H6726	צִיּוֹן	ציון	Tsîyôwn	[G:references: G4622] Zion = "parched place" 1) another name for Jerusalem especially in the prophetic books exegesis:the same (regularly) as צִיּוּן H6725 ; explanation: Tsijon (as a permanent capital), a mountain of Jerusalem translation:Zion.
H6727	צִיחָא	ציחא	Tsîychâʼ	Ziha = "parched" 1) ancestor of a family of temple slaves who returned from exile in Babylon with Zerubbabel 2) a chief of the temple slaves in Ophel in the time of Nehemiah exegesis:or צִחָא H ; as if feminine of צִחֶה H6704 ; drought; explanation: Tsicha , the name of two Nethinim translation:Ziha.
H6728	צִיִּי	ציי	tsîyîy	[G:references: G1140,G2342] 1) a wild beast, desert-dweller, crier, yelper 1a) a specific wild beast but not certainly identified exegesis:from the same as צִיָּה H6723 ; explanation: a desert-dweller , i.e. nomad or wild beast translation:wild beast of the desert, that dwell in (inhabiting) the wilderness.
H6729	צִינֹק	צינק	tsîynôq	1) pillory, stocks exegesis:from an unused root meaning to confine; explanation: the pillory translation:stocks.
H6730	צִיעֹר	ציער	Tsîyʻôr	Zior = "smallness" 1) a town in the mountains of Judah belonging to the same group as Hebron exegesis:from צָעַר H6819 ; small; explanation: Tsior , a place in Palestine translation:Zior.
H6731	צִיץ	ציץ	tsîyts	[G:references: G438] 1) flower, bloom 1a) flower, bloom 1b) shining thing (of gold plate on high priest's mitre) (metaph.) 2) feather, wing 2a) meaning dubious exegesis:or צִץ H ; from צוּץ H6692 ; explanation:properly, glistening , i.e. a burnished plate ; also a flower (as bright-colored); a wing (as gleaming in the air) translation:blossom, flower, plate, wing.
H6732	צִיץ	ציץ	Tsîyts	Ziz = "flower" 1) a pass going from the shores of the Dead Sea to the wilderness of Judah near Tekoa exegesis:the same as צִיץ H6731 ; bloom; explanation: Tsits , a place in Palestine translation:Ziz.
H6733	צִיצָה	ציצה	tsîytsâh	1) blossom, flower exegesis:feminine of צִיץ H6731 ; explanation: a flower translation:flower.
