id	unicode_word	translit	pronunciation	full_definition
G04053	περισσός	perissós	per-is-sos'	4053 from (in the sense of beyond); superabundant (in quantity) or superior (in quality); by implication, excessive; adverbially (with ) violently; neuter (as noun) preeminence :--exceeding abundantly above, more abundantly, advantage, exceedingly, very highly, beyond measure, more, superfluous, vehement(-ly).
G04054	περισσότερον	perissóteron	per-is-sot'-er-on	4054 neuter of (as adverb); in a more superabundant way :--more abundantly, a great deal, far more.
G04055	περισσότερος	perissóteros	per-is-sot'-er-os	4055 comparative of ; more superabundant (in number, degree or character) :--more abundant, greater (much) more, overmuch.
G04056	περισσοτέρως	perissotérōs	per-is-sot-er'-oce	4056 adverb from ; more superabundantly :--more abundant(-ly), X the more earnest, (more) exceedingly, more frequent, much more, the rather.
G04057	περισσῶς	perissōs	per-is-soce'	4057 adverb from ; superabundantly :--exceedingly, out of measure, the more.
G04058	περιστερά	peristerá	per-is-ter-ah'	4058 of uncertain derivation; a pigeon :--dove, pigeon.
G04059	περιτέμνω	peritémnō	per-ee-tem'-no	4059 from and the base of ; to cut around, i.e. (specially) to circumcise :--circumcise.
G04060	περιτίθημι	peritíthēmi	per-ee-tith'-ay-mee	4060 from and ; to place around; by implication, to present :--bestow upon, hedge round about, put about (on, upon), set about.
G04061	περιτομή	peritomḗ	per-it-om-ay'	4061 from ; circumcision (the rite, the condition or the people, literally or figuratively) :--X circumcised, circumcision.
G04062	περιτρέπω	peritrépō	per-ee-trep'-o	4062 from and the base of ; to turn around, i.e. (mentally) to craze :--+ make mad.
G04063	περιτρέχω	peritréchō	per-ee-trekh'-o	4063 from and (including its alternate); to run around, i.e. traverse :--run through.
G04064	περιφέρω	periphérō	per-ee-fer'-o	4064 from and ; to convey around, i.e. transport hither and thither :--bear (carry) about.
G04065	περιφρονέω	periphronéō	per-ee-fron-eh'-o	4065 from and ; to think beyond, i.e. depreciate (contemn) :--despise.
G04066	περίχωρος	períchōros	per-ikh'-o-ros	4066 from and ; around the region, i.e. circumjacent (as noun, with implied vicinity) :--country (round) about, region (that lieth) round about.
G04067	περίψωμα	perípsōma	per-ip'-so-mah	4067 from a comparative of and (to rub); something brushed all around, i.e. off-scrapings (figuratively, scum) :--offscouring.
G04068	περπερεύομαι	perpereúomai	per-per-yoo'-om-ahee	4068 middle voice from (braggart; perhaps by reduplication of the base of ); to boast :--vaunt itself.
G04069	Περσίς	Persís	per-sece'	4069 a Persian woman; Persis, a Christian female :--Persis.
G04070	πέρυσι	pérysi	per'-oo-si	4070 adverb from ; the by-gone, i.e. (as noun) last year :--+ a year ago.
G04071	πετεινόν	peteinón	pet-i-non'	4071 neuter of a derivative of ; a flying animal, i.e. bird :--bird, fowl.
G04072	πέτομαι	pétomai	pet'-om-ahee	4072 , or prolongation , or contracted middle voice of a primary verb; to fly :--fly(-ing).
G04073	πέτρα	pétra	pet'-ra	4073 feminine of the same as ; a (mass of) rock (literally or figuratively) :--rock.
G04074	Πέτρος	Pétros	pet'-ros	4074 apparently a primary word; a (piece of) rock (larger than ); as a name, Petrus, an apostle :--Peter, rock. Compare .
G04075	πετρώδης	petrṓdēs	pet-ro'-dace	4075 from and ; rock-like, i.e. rocky :--stony.
G04076	πήγανον	pḗganon	pay'-gan-on	4076 from ; rue (from its thick or fleshy leaves) :--rue.
G04077	πηγή	pēgḗ	pay-gay'	4077 probably from (through the idea of gushing plumply); a fount (literally or figuratively), i.e. source or supply (of water, blood, enjoyment) (not necessarily the original spring) :--fountain, well.
G04078	πήγνυμι	pḗgnymi	payg'-noo-mee	4078 a prolonged form of a primary verb (which in its simpler form occurs only as an alternate in certain tenses); to fix ("peg"), i.e. (specially) to set up (a tent) :--pitch.
G04079	πηδάλιον	pēdálion	pay-dal'-ee-on	4079 neuter of a (presumed) derivative of (the blade of an oar; from the same as ); a "pedal", i.e. helm :--rudder.
G04080	πηλίκος	pēlíkos	pay-lee'-kos	4080 a quantitative form (the feminine) of the base of ; how much (as an indefinite), i.e. in size or (figuratively) dignity :--how great (large).
G04081	πηλός	pēlós	pay-los'	4081 perhaps a primary word; clay :--clay.
G04082	πήρα	pḗra	pay'-rah	4082 of uncertain affinity; a wallet or leather pouch for food :--scrip.
G04083	πῆχυς	pēchys	pay'-khoos	4083 of uncertain affinity; the fore-arm, i.e. (as a measure) a cubit :--cubit.
G04084	πιάζω	piázō	pee-ad'-zo	4084 probably another form of ; to squeeze, i.e. seize (gently by the hand (press), or officially (arrest), or in hunting (capture)) :--apprehend, catch, lay hand on, take. Compare .
G04085	πιέζω	piézō	pee-ed'-zo	4085 another form for ; to pack :--press down.
G04086	πιθανολογία	pithanología	pith-an-ol-og-ee'-ah	4086 from a compound of a derivative of and ; persuasive language :--enticing words.
G04087	πικραίνω	pikraínō	pik-rah'-ee-no	4087 from ; to embitter (literally or figuratively) :--be (make) bitter.
G04088	πικρία	pikría	pik-ree'-ah	4088 from ; acridity (especially poison), literally or figuratively :--bitterness.
G04089	πικρός	pikrós	pik-ros'	4089 perhaps from (through the idea of piercing); sharp (pungent), i.e. acrid (literally or figuratively) :--bitter.
G04090	πικρῶς	pikrōs	pik-roce'	4090 adverb from ; bitterly, i.e. (figuratively) violently :--bitterly.
G04091	Πιλᾶτος	Pilâtos	pil-at'-os	4091 of Latin origin; close-pressed, i.e. firm; Pilatus, a Roman :--Pilate.
G04092	πίμπρημι	pímprēmi	pim'-pray-mee	4092 ; a reduplicated and prolonged form of a primary ; which occurs only as an alternate in certain tenses); to fire, i.e. burn (figuratively and passively, become inflamed with fever) :--be (X should have) swollen.
G04093	πινακίδιον	pinakídion	pin-ak-id'-ee-on	4093 diminutive of ; a tablet (for writing on) :--writing table.
G04094	πίναξ	pínax	pin'-ax	4094 apparently a form of ; a plate :--charger, platter.
G04095	πίνω	pínō	pee'-no	4095 ; a prolonged form of ; which (together with another form) ; occurs only as an alternate in certain tenses; to imbibe (literally or figuratively) :--drink.
G04096	πιότης	piótēs	pee-ot'-ace	4096 from (fat; perhaps akin to the alternate of through the idea of repletion); plumpness, i.e. (by implication) richness (oiliness) :--fatness.
G04097	πιπράσκω	pipráskō	pip-ras'-ko	4097 , a reduplicated and prolonged form of ; (which occurs only as an alternate in certain tenses) contracted from (to traverse; from the base of ); to traffic (by travelling), i.e. dispose of as merchandise or into slavery (literally or figuratively) :--sell.
G04098	πίπτω	píptō	pip'-to	4098 , a reduplicated and contracted form of ; (which occurs only as an alternate in certain tenses); probably akin to through the idea of alighting; to fall (literally or figuratively) :--fail, fall (down), light on.
G04099	Πισιδία	Pisidía	pis-id-ee'-ah	4099 probably of foreign origin; Pisidia, a region of Asia Minor :--Pisidia.
G04100	πιστεύω	pisteúō	pist-yoo'-o	4100 from ; to have faith (in, upon, or with respect to, a person or thing), i.e. credit; by implication, to entrust (especially one's spiritual well-being to Christ) :--believe(-r), commit (to trust), put in trust with.
G04101	πιστικός	pistikós	pis-tik-os'	4101 from ; trustworthy, i.e. genuine (unadulterated) :--spike-(nard).
G04102	πίστις	pístis	pis'-tis	4102 from ; persuasion, i.e. credence; moral conviction (of religious truth, or the truthfulness of God or a religious teacher), especially reliance upon Christ for salvation; abstractly, constancy in such profession; by extension, the system of religious (Gospel) truth itself :--assurance, belief, believe, faith, fidelity.
G04103	πιστός	pistós	pis-tos'	4103 from ; objectively, trustworthy; subjectively, trustful :--believe(-ing, -r), faithful(-ly), sure, true.
G04104	πιστόω	pistóō	pis-to'-o	4104 from ; to assure :--assure of.
G04105	πλανάω	planáō	plan-ah'-o	4105 from ; to (properly, cause to) roam (from safety, truth, or virtue) :--go astray, deceive, err, seduce, wander, be out of the way.
G04106	πλάνη	plánē	plan'-ay	4106 feminine of (as abstractly); objectively, fraudulence; subjectively, a straying from orthodoxy or piety :--deceit, to deceive, delusion, error.
G04107	πλανήτης	planḗtēs	plan-ay'-tace	4107 from ; a rover ("planet"), i.e. (figuratively) an erratic teacher :--wandering.
G04108	πλάνος	plános	plan'-os	4108 of uncertain affinity; roving (as a tramp), i.e. (by implication) an impostor or misleader; --deceiver, seducing.
G04109	πλάξ	pláx	plax	4109 from ; a moulding-board, i.e. flat surface ("plate", or tablet, literally or figuratively) :--table.
G04110	πλάσμα	plásma	plas'-mah	4110 from ; something moulded :--thing formed.
G04111	πλάσσω	plássō	plas'-so	4111 a primary verb; to mould, i.e. shape or fabricate :--form.
G04112	πλαστός	plastós	plas-tos'	4112 from ; moulded, i.e. (by implication) artificial or (figuratively) fictitious (false) :--feigned.
G04113	πλατεῖα	plateîa	plat-i'-ah	4113 feminine of ; a wide "plat" or "place", i.e. open square :--street.
G04114	πλάτος	plátos	plat'-os	4114 from ; width :--breadth.
G04115	πλατύνω	platýnō	plat-oo'-no	4115 from ; to widen (literally or figuratively) :--make broad, enlarge.
G04116	πλατύς	platýs	plat-oos'	4116 from ; spread out "flat" ("plot"), i.e. broad :--wide.
G04117	πλέγμα	plégma	pleg'-mah	4117 from ; a plait (of hair) :--broidered hair.
G04118	πλεῖστος	pleîstos	plice'-tos	4118 irregular superlative of ; the largest number or very large :--very great, most.
G04119	πλείων	pleíōn	pli-own	4119 , or neuter , or comparative of ; more in quantity, number, or quality; also (in plural) the major portion :--X above, + exceed, more excellent, further, (very) great(-er), long(-er), (very) many, greater (more) part, + yet but.
G04120	πλέκω	plékō	plek'-o	4120 a primary word; to twine or braid :--plait.
G04121	πλεονάζω	pleonázō	pleh-on-ad'-zo	4121 from ; to do, make or be more, i.e. increase (transitively or intransitively); by extension, to superabound :--abound, abundant, make to increase, have over.
G04122	πλεονεκτέω	pleonektéō	pleh-on-cek-teh'-o	4122 from ; to be covetous, i.e. (by implication) to over-reach :--get an advantage, defraud, make a gain.
G04123	πλεονέκτης	pleonéktēs	pleh-on-ek'-tace	4123 from and ; holding (desiring) more, i.e. eager for gain (avaricious, hence a defrauder) :--covetous.
G04124	πλεονεξία	pleonexía	pleh-on-ex-ee'-ah	4124 from ; avarice, i.e. (by implication) fraudulency, extortion :--covetous(-ness) practices, greediness.
G04125	πλευρά	pleurá	plyoo-rah'	4125 of uncertain affinity; a rib, i.e. (by extension) side :--side.
G04126	πλέω	pléō	pleh'-o	4126 , another form for ; which is used as an alternate in certain tenses; probably a form of (through the idea of plunging through the water); to pass in a vessel :--sail. See also .
G04127	πληγή	plēgḗ	play-gay'	4127 from ; a stroke; by implication, a wound; figuratively, a calamity :--plague, stripe, wound(-ed).
G04128	πλῆθος	plēthos	play'-thos	4128 from ; a fulness, i.e. a large number, throng, populace :--bundle, company, multitude.
G04129	πληθύνω	plēthýnō	play-thoo'-no	4129 from another form of ; to increase (transitively or intransitively) :--abound, multiply.
G04130	πλήθω	plḗthō	play'-tho	4130 ; a prolonged form of a primary (which appears only as an alternate in certain tenses and in the reduplicated form pimplemi); to "fill" (literally or figuratively (imbue, influence, supply)); specially, to fulfil (time) :--accomplish, full (…come), furnish.
G04131	πλήκτης	plḗktēs	plake'-tace	4131 from ; a smiter, i.e. pugnacious (quarrelsome) :--striker.
G04132	πλήμμυρα	plḗmmyra	plame-moo'-rah	4132 prolonged from ; flood-tide, i.e. (by analogy) a freshet :--flood.
G04133	πλήν	plḗn	plane	4133 from ; moreover (besides), i.e. albeit, save that, rather, yet :--but (rather), except, nevertheless, notwithstanding, save, than.
G04134	πλήρης	plḗrēs	play'-race	4134 from ; replete, or covered over; by analogy, complete :--full.
G04135	πληροφορέω	plērophoréō	play-rof-or-eh'-o	4135 from and ; to carry out fully (in evidence), i.e. completely assure (or convince), entirely accomplish :--most surely believe, fully know (persuade), make full proof of.
G04136	πληροφορία	plērophoría	play-rof-or-ee'-ah	4136 from ; entire confidence :--(full) assurance.
G04137	πληρόω	plēróō	play-ro'-o	4137 from ; to make replete, i.e. (literally) to cram (a net), level up (a hollow), or (figuratively) to furnish (or imbue, diffuse, influence), satisfy, execute (an office), finish (a period or task), verify (or coincide with a prediction), etc. :--accomplish, X after, (be) complete, end, expire, fill (up), fulfil, (be, make) full (come), fully preach, perfect, supply.
G04138	πλήρωμα	plḗrōma	play'-ro-mah	4138 from ; repletion or completion, i.e. (subjectively) what fills (as contents, supplement, copiousness, multitude), or (objectively) what is filled (as container, performance, period) :--which is put in to fill up, piece that filled up, fulfilling, full, fulness.
G04139	πλησίον	plēsíon	play-see'-on	4139 neuter of a derivative of (near); (adverbially) close by; as noun, a neighbor, i.e. fellow (as man, countryman, Christian or friend) :--near, neighbour.
G04140	πλησμονή	plēsmonḗ	place-mon-ay'	4140 from a presumed derivative of ; a filling up, i.e. (figuratively) gratification :--satisfying.
G04141	πλήσσω	plḗssō	place'-so	4141 apparently another form of (through the idea of flattening out); to pound, i.e. (figuratively) to inflict with (calamity) :--smite. Compare .
G04142	πλοιάριον	ploiárion	ploy-ar'-ee-on	4142 neuter of a presumed derivative of ; a boat :--boat, little (small) ship.
G04143	πλοῖον	ploîon	ploy'-on	4143 from ; a sailer, i.e. vessel :--ship(-ing).
G04144	πλόος	plóos	plo'-os	4144 from ; a sail, i.e. navigation :--course, sailing, voyage.
G04145	πλούσιος	ploúsios	ploo'-see-os	4145 from ; wealthy; figuratively, abounding with :--rich.
G04146	πλουσίως	plousíōs	ploo-see'-oce	4146 adverb from ; copiously :--abundantly, richly.
G04147	πλουτέω	ploutéō	ploo-teh'-o	4147 from ; to be (or become) wealthy (literally or figuratively) :--be increased with goods, (be made, wax) rich.
G04148	πλουτίζω	ploutízō	ploo-tid'-zo	4148 from ; to make wealthy (figuratively) :--en- (make) rich.
G04149	πλοῦτος	ploûtos	ploo'-tos	4149 from the base of ; wealth (as fulness), i.e. (literally) money, possessions, or (figuratively) abundance, richness, (specially), valuable bestowment :--riches.
G04150	πλύνω	plýnō	ploo'-no	4150 a prolonged form of an obsolete (to "flow"); to "plunge", i.e. launder clothing :--wash. Compare , .
G04151	πνεῦμα	pneûma	pnyoo'-mah	4151 from ; a current of air, i.e. breath (blast) or a breeze; by analogy or figuratively, a spirit, i.e. (human) the rational soul, (by implication) vital principle, mental disposition, etc., or (superhuman) an angel, demon, or (divine) God, Christ's spirit, the Holy Spirit :--ghost, life, spirit(-ual, -ually), mind. Compare .
G04152	πνευματικός	pneumatikós	pnyoo-mat-ik-os'	4152 from ; non-carnal, i.e. (humanly) ethereal (as opposed to gross), or (dæmoniacally) a spirit (concretely), or (divinely) supernatural, regenerate, religious :--spiritual. Compare .
G04153	πνευματικῶς	pneumatikōs	pnyoo-mat-ik-oce'	4153 adverb from ; non-physically, i.e. divinely, figuratively :--spiritually.
G04154	πνέω	pnéō	pneh'-o	4154 a primary word; to breathe hard, i.e. breeze :--blow. Compare .
G04155	πνίγω	pnígō	pnee'-go	4155 strengthened from ; to wheeze, i.e. (causative, by implication) to throttle or strangle (drown) :--choke, take by the throat.
G04156	πνικτός	pniktós	pnik-tos'	4156 from ; throttled, i.e. (neuter concretely) an animal choked to death (not bled) :--strangled.
G04157	πνοή	pnoḗ	pno-ay'	4157 from ; respiration, a breeze :--breath, wind.
G04158	ποδήρης	podḗrēs	pod-ay'-race	4158 from and another element of uncertain affinity; a dress ( implied) reaching the ankles :--garment down to the foot.
G04159	πόθεν	póthen	poth'-en	4159 from the base of with enclitic adverb of origin; from which (as interrogative) or what (as relative) place, state, source or cause :--whence.
G04160	ποιέω	poiéō	poy-eh'-o	4160 apparently a prolonged form of an obsolete primary; to make or do (in a very wide application, more or less direct) :--abide, + agree, appoint, X avenge, + band together, be, bear, + bewray, bring (forth), cast out, cause, commit, + content, continue, deal, + without any delay, (would) do(-ing), execute, exercise, fulfil, gain, give, have, hold, X journeying, keep, + lay wait, + lighten the ship, make, X mean, + none of these things move me, observe, ordain, perform, provide, + have purged, purpose, put, + raising up, X secure, shew, X shoot out, spend, take, tarry, + transgress the law, work, yield. Compare .
G04161	ποίημα	poíēma	poy'-ay-mah	4161 from ; a product, i.e. fabric (literally or figuratively) :--thing that is made, workmanship.
G04162	ποίησις	poíēsis	poy'-ay-sis	4162 from ; action, i.e. performance (of the law) :--deed.
G04163	ποιητής	poiētḗs	poy-ay-tace'	4163 from ; a performer; specially, a "poet"; --doer, poet.
G04164	ποικίλος	poikílos	poy-kee'-los	4164 of uncertain derivation; motley, i.e. various in character :--divers, manifold.
G04165	ποιμαίνω	poimaínō	poy-mah'-ee-no	4165 from ; to tend as a shepherd of (figuratively, superviser) :--feed (cattle), rule.
G04166	ποιμήν	poimḗn	poy-mane'	4166 of uncertain affinity; a shepherd (literally or figuratively) :--shepherd, pastor.
G04167	ποίμνη	poímnē	poym'-nay	4167 contraction from ; a flock (literally or figuratively) :--flock, fold.
G04168	ποίμνιον	poímnion	poym'-nee-on	4168 neuter of a presumed derivative of ; a flock, i.e. (figuratively) group (of believers) :--flock.
G04169	ποῖος	poîos	poy'-os	4169 from the base of and ; individualizing interrogative (of character) what sort of, or (of number) which one :--what (manner of), which.
G04170	πολεμέω	poleméō	pol-em-eh'-o	4170 from ; to be (engaged) in warfare, i.e. to battle (literally or figuratively) :--fight, (make) war.
G04171	πόλεμος	pólemos	pol'-em-os	4171 from (to bustle); warfare (literally or figuratively; a single encounter or a series) :--battle, fight, war.
G04172	πόλις	pólis	pol'-is	4172 probably from the same as , or perhaps from ; a town (properly, with walls, of greater or less size) :--city.
G04173	πολιτάρχης	politárchēs	pol-it-ar'-khace	4173 from and ; a town-officer, i.e. magistrate :--ruler of the city.
G04174	πολιτεία	politeía	pol-ee-ti'-ah	4174 from ("polity"); citizenship; concretely, a community :--commonwealth, freedom.
G04175	πολίτευμα	políteuma	pol-it'-yoo-mah	4175 from ; a community, i.e. (abstractly) citizenship (figuratively) :--conversation.
G04176	πολιτεύομαι	politeúomai	pol-it-yoo'-om-ahee	4176 middle voice of a derivative of ; to behave as a citizen (figuratively) :--let conversation be, live.
G04177	πολίτης	polítēs	pol-ee'-tace	4177 from ; a townsman :--citizen.
G04178	πολλάκις	pollákis	pol-lak'-is	4178 multiplicative adverb from ; many times, i.e. frequently :--oft(-en, -entimes, -times).
G04179	πολλαπλασίων	pollaplasíōn	pol-lap-las-ee'-ohn	4179 from and probably a derivative of ; manifold, i.e. (neuter as noun) very much more :--manifold more.
G04180	πολυλογία	polylogía	pol-oo-log-ee'-ah	4180 from a compound of and ; loquacity, i.e. prolixity :--much speaking.
G04181	πολυμερῶς	polymerōs	pol-oo-mer'-oce	4181 adverb from a compound of and ; in many portions, i.e. variously as to time and agency (piecemeal) :--at sundry times.
G04182	πολυποίκιλος	polypoíkilos	pol-oo-poy'-kil-os	4182 from and ; much variegated, i.e. multifarious :--manifold.
G04183	πολύς	polýs	pol-oos'	4183 including the forms from the alternate ; (singular) much (in any respect) or (plural) many; neuter (singular) as adverbial, largely; neuter (plural) as adverb or noun often, mostly, largely :--abundant, + altogether, common, + far (passed, spent), (+ be of a) great (age, deal, -ly, while), long, many, much, oft(-en (-times)), plenteous, sore, straitly. Compare , .
G04184	πολύσπλαγχνος	polýsplanchnos	pol-oo'-splankh-nos	4184 from and (figuratively); extremely compassionate :--very pitiful.
G04185	πολυτελής	polytelḗs	pol-oo-tel-ace'	4185 from and ; extremely expensive :--costly, very precious, of great price.
G04186	πολύτιμος	polýtimos	pol-oot'-ee-mos	4186 from and ; extremely valuable :--very costly, of great price.
G04187	πολυτρόπως	polytrópōs	pol-oot-rop'-oce	4187 adverb from a compound of and ; in many ways, i.e. variously as to method or form :--in divers manners.
G04188	πόμα	póma	pom'-ah	4188 from the alternate of ; a beverage :--drink.
G04189	πονηρία	ponēría	pon-ay-ree'-ah	4189 from ; depravity, i.e. (specially), malice; plural (concretely) plots, sins :--iniquity, wickedness.
G04190	πονηρός	ponērós	pon-ay-ros'	4190 from a derivative of ; hurtful, i.e. evil (properly, in effect or influence, and thus differing from , which refers rather to essential character, as well as from , which indicates degeneracy from original virtue); figuratively, calamitous; also (passively) ill, i.e. diseased; but especially (morally) culpable, i.e. derelict, vicious, facinorous; neuter (singular) mischief, malice, or (plural) guilt; masculine (singular) the devil, or (plural) sinners :--bad, evil, grievous, harm, lewd, malicious, wicked(-ness). See also .
G04191	πονηρότερος	ponēróteros	pon-ay-rot'-er-os	4191 comparative of ; more evil :--more wicked.
G04192	πόνος	pónos	pon'-os	4192 from the base of ; toil, i.e. (by implication) anguish :--pain.
G04193	Ποντικός	Pontikós	pon-tik-os'	4193 from ; a Pontican, i.e. native of Pontus :--born in Pontus.
G04194	Πόντιος	Póntios	pon'-tee-os	4194 of Latin origin; apparently bridged; Pontius, a Roman :--Pontius.
G04195	Πόντος	Póntos	pon'-tos	4195 of Latin origin; a sea; Pontus, a region of Asia Minor :--Pontus.
G04196	Πόπλιος	Póplios	pop'-lee-os	4196 of Latin origin; apparently "popular"; Poplius (i.e. Publius), a Roman :--Publius.
G04197	πορεία	poreía	por-i'-ah	4197 from ; travel (by land); figuratively (plural) proceedings, i.e. career :--journey(-ing), ways.
G04198	πορεύομαι	poreúomai	por-yoo'-om-ahee	4198 middle voice from a derivative of the same as ; to traverse, i.e. travel (literally or figuratively; especially to remove (figuratively, die), live, etc.); --depart, go (away, forth, one's way, up), (make a, take a) journey, walk.
G04199	πορθέω	porthéō	por-theh'-o	4199 prolongation from (to sack); to ravage (figuratively) :--destroy, waste.
G04200	πορισμός	porismós	por-is-mos'	4200 from a derivative of (a way, i.e. means); furnishing (procuring), i.e. (by implication) money-getting (acquisition) :--gain.
G04201	Πόρκιος	Pórkios	por'-kee-os	4201 of Latin origin; apparently swinish; Porcius, a Roman :--Porcius.
G04202	πορνεία	porneía	por-ni'-ah	4202 from ; harlotry (including adultery and incest); figuratively, idolatry :--fornication.
G04203	πορνεύω	porneúō	porn-yoo'-o	4203 from ; to act the harlot, i.e. (literally) indulge unlawful lust (of either sex), or (figuratively) practise idolatry :--commit (fornication).
G04204	πόρνη	pórnē	por'-nay	4204 feminine of ; a strumpet; figuratively, an idolater :--harlot, whore.
G04205	πόρνος	pórnos	por'-nos	4205 from (to sell; akin to the base of ); a (male) prostitute (as venal), i.e. (by analogy) a debauchee (libertine) :--fornicator, whoremonger.
G04206	πόῤῥω	pórrhō	por'-rho	4206 adverb from ; forwards, i.e. at a distance :--far, a great way off. See also .
G04207	πόῤῥωθεν	pórrhōthen	por'-rho-then	4207 from with adverbial enclitic of source; from far, or (by implication) at a distance, i.e. distantly :--afar off.
G04208	ποῤῥωτέρω	porrhōtérō	por-rho-ter'-o	4208 adverb comparative of ; further, i.e. a greater distance :--farther.
G04209	πορφύρα	porphýra	por-foo'-rah	4209 of Latin origin; the "purple" mussel, i.e. (by implication) the red-blue color itself, and finally a garment dyed with it :--purple.
G04210	πορφυροῦς	porphyroûs	por-foo-rooce'	4210 from ; purpureal, i.e. bluish red :--purple.
G04211	πορφυρόπωλις	porphyrópōlis	por-foo-rop'-o-lis	4211 feminine of a compound of and ; a female trader in purple cloth :--seller of purple.
G04212	ποσάκις	posákis	pos-ak'-is	4212 multiplicative from ; how many times :--how oft(-en).
G04213	πόσις	pósis	pos'-is	4213 from the alternate of ; a drinking (the act), i.e. (concretely) a draught :--drink.
G04214	πόσος	pósos	pos'-os	4214 from an absolute (who, what) and ; interrogative pronoun (of amount) how much (large, long or (plural) many) :--how great (long, many), what.
G04215	ποταμός	potamós	pot-am-os'	4215 probably from a derivative of the alternate of (compare ); a current, brook or freshet (as drinkable), i.e. running water :--flood, river, stream, water.
G04216	ποταμοφόρητος	potamophórētos	pot-am-of-or'-ay-tos	4216 from and a derivative of ; river-borne, i.e. overwhelmed by a stream :--carried away of the flood.
G04217	ποταπός	potapós	pot-ap-os'	4217 apparently from and the base of ; interrogatively, whatever, i.e. of what possible sort :--what (manner of).
G04218	ποτέ	poté	pot-eh'	4218 from the base of and ; indefinite adverb, at some time, ever :--afore-(any, some-)time(-s), at length (the last), (+ n- )ever, in the old time, in time past, once, when.
G04219	πότε	póte	pot'-eh	4219 from the base of and ; interrogative adverb, at what time :--+ how long, when.
G04220	πότερον	póteron	pot'-er-on	4220 neuter of a comparative of the base of ; interrogative as adverb, which (of two), i.e. is it this or that :--whether.
G04221	ποτήριον	potḗrion	pot-ay'-ree-on	4221 neuter of a derivative of the alternate of ; a drinking-vessel; by extension, the contents thereof, i.e. a cupful (draught); figuratively, a lot or fate :--cup.
G04222	ποτίζω	potízō	pot-id'-zo	4222 from a derivative of the alternate of ; to furnish drink, irrigate :--give (make) to drink, feed, water.
G04223	Ποτίολοι	Potíoloi	pot-ee'-ol-oy	4223 of Latin origin; little wells, i.e. mineral springs; Potioli (i.e. Puteoli), a place in Italy :--Puteoli.
G04224	πότος	pótos	pot'-os	4224 from the alternate of ; a drinking-bout or carousal :--banqueting.
G04225	πού	poú	poo	4225 genitive case of an indefinite pronoun (some) otherwise obsolete (compare ); as adverb of place, somewhere, i.e. nearly :--about, a certain place.
G04226	ποῦ	poû	poo	4226 genitive case of an interrogative pronoun (what) otherwise obsolete (perhaps the same as used with the rising slide of inquiry); as adverb of place; at (by implication, to) what locality :--where, whither.
G04227	Πούδης	Poúdēs	poo'-dace	4227 of Latin origin; modest; Pudes (i.e. Pudens), a Christian :--Pudens.
G04228	πούς	poús	pooce	4228 a primary word; a "foot" (figuratively or literally) :--foot(-stool).
G04229	πρᾶγμα	prâgma	prag'-mah	4229 from ; a deed; by implication, an affair; by extension, an object (material) :--business, matter, thing, work.
G04230	πραγματεία	pragmateía	prag-mat-i'-ah	4230 from ; a transaction, i.e. negotiation :--affair.
G04231	πραγματεύομαι	pragmateúomai	prag-mat-yoo'-om-ahee	4231 from ; to busy oneself with, i.e. to trade :--occupy.
G04232	πραιτώριον	praitṓrion	prahee-to'-ree-on	4232 of Latin origin; the prætorium or governor's courtroom (sometimes including the whole edifice and camp) :--(common, judgment) hall (of judgment), palace, prætorium.
G04233	πράκτωρ	práktōr	prak'-tor	4233 from a derivative of ; a practiser, i.e. (specially), an official collector :--officer.
G04234	πρᾶξις	prâxis	prax'-is	4234 from ; practice, i.e. (concretely) an act; by extension, a function :--deed, office, work.
G04235	πρᾷος	prâios	prah'-os	4235 a form of , used in certain parts; gentle, i.e. humble :--meek.
G04236	πρᾳότης	praiótēs	prah-ot'-ace	4236 from ; gentleness, by implication, humility :--meekness.
G04237	πρασιά	prasiá	pras-ee-ah'	4237 perhaps from (a leek, and so an onion-patch); a garden plot, i.e. (by implication, of regular beds) a row (repeated in plural by Hebraism, to indicate an arrangement) :--in ranks.
G04238	πράσσω	prássō	pras'-so	4238 a primary verb; to "practise", i.e. perform repeatedly or habitually (thus differing from , which properly refers to a single act); by implication, to execute, accomplish, etc.; specially, to collect (dues), fare (personally) :--commit, deeds, do, exact, keep, require, use arts.
G04239	πραΰς	praÿs	prah-ooce'	4239 apparently a primary word; mild, i.e. (by implication) humble :--meek. See also .
G04240	πραΰτης	praÿtēs	prah-oo'-tace	4240 from ; mildness, i.e. (by implication) humility :--meekness.
G04241	πρέπω	prépō	prep'-o	4241 apparently a primary verb; to tower up (be conspicuous), i.e. (by implication) to be suitable or proper (third person singular present indicative, often used impersonally, it is fit or right) :--become, comely.
G04242	πρεσβεία	presbeía	pres-bi'-ah	4242 from ; seniority (eldership), i.e. (by implication) an embassy (concretely, ambassadors) :--ambassage, message.
G04243	πρεσβεύω	presbeúō	pres-byoo'-o	4243 from the base of ; to be a senior, i.e. (by implication) act as a representative (figuratively, preacher) :--be an ambassador.
G04244	πρεσβυτέριον	presbytérion	pres-boo-ter'-ee-on	4244 neuter of a presumed derivative of ; the order of elders, i.e. (specially), Israelite Sanhedrin or Christian "presbytery" :--(estate of) elder(-s), presbytery.
G04245	πρεσβύτερος	presbýteros	pres-boo'-ter-os	4245 comparative of (elderly); older; as noun, a senior; specially, an Israelite Sanhedrist (also figuratively, member of the celestial council) or Christian "presbyter" :-- elder(-est), old.
