id	unicode_word	translit	pronunciation	full_definition
G00200	ἀκρίς	akrís	ak-rece'	200 apparently from the same as ; a locust (as pointed, or as lighting on the top of vegetation) :--locust.
G00201	ἀκροατήριον	akroatḗrion	ak-ro-at-ay'-ree-on	201 from ; an audience-room :--place of hearing.
G00202	ἀκροατής	akroatḗs	ak-ro-at-ace'	202 from (to listen; apparently an intensive of ); a hearer (merely) :--hearer.
G00203	ἀκροβυστία	akrobystía	ak-rob-oos-tee'-ah	203 from and probably a modified form of (the penis or male sexual organ); the prepuce; by implication, an uncircumcised (i.e. gentile, figuratively, unregenerate) state or person :--not circumcised, uncircumcised (with ), uncircumcision.
G00204	ἀκρογωνιαῖος	akrogōniaîos	ak-rog-o-nee-ah'-yos	204 from and ; belonging to the extreme corner :--chief corner.
G00205	ἀκροθίνιον	akrothínion	ak-roth-in'-ee-on	205 from and (a heap); properly (in the plural) the top of the heap, i.e. (by implication) best of the booty :--spoils.
G00206	ἄκρον	ákron	ak'-ron	206 neuter of an adjective probably akin to the base of ; the extremity :--one end… other, tip, top, uttermost participle
G00207	Ἀκύλας	Akýlas	ak-oo'-las	207 probably for Latin aquila (an eagle); Akulas, an Israelite :--Aquila.
G00208	ἀκυρόω	akyróō	ak-oo-ro'-o	208 from (as a negative particle) and ; to invalidate :--disannul, make of none effect.
G00209	ἀκωλύτως	akōlýtōs	ak-o-loo'-toce	209 adverb from a compound of (as a negative particle) and a derivative of ; in an unhindered manner, i.e. freely :--no man forbidding him.
G00210	ἄκων	ákōn	ak'-ohn	210 from (as a negative particle) and ; unwilling :--against the will.
G00211	ἀλάβαστρον	alábastron	al-ab'-as-tron	211 neuter of (of uncertain derivation), the name of a stone; properly, an "alabaster" box, i.e. (by extension) a perfume vase (of any material) :--(alabaster) box.
G00212	ἀλαζονεία	alazoneía	al-ad-zon-i'-a	212 from ; braggadocio, i.e. (by implication) self-confidence :--boasting, pride.
G00213	ἀλαζών	alazṓn	al-ad-zone'	213 from (vagrancy); braggart :--boaster.
G00214	ἀλαλάζω	alalázō	al-al-ad'-zo	214 from ( a shout, "halloo"); to vociferate, i.e. (by implication) to wail; figuratively, to clang :--tinkle, wail.
G00215	ἀλάλητος	alálētos	al-al'-ay-tos	215 from (as a negative particle) and a derivative of ; unspeakable :--unutterable, which cannot be uttered.
G00216	ἄλαλος	álalos	al'-al-os	216 from (as a negative particle) and ; mute :--dumb.
G00217	ἅλας	hálas	hal'-as	217 from ; salt; figuratively, prudence :--salt.
G00218	ἀλείφω	aleíphō	al-i'-fo	218 from (as particle of union) and the base of ; to oil (with perfume) :--anoint.
G00219	ἀλεκτοροφωνία	alektorophōnía	al-ek-tor-of-o-nee'-ah	219 from and ; cock-crow, i.e. the third night-watch :--cockcrowing.
G00220	ἀλέκτωρ	aléktōr	al-ek'-tore	220 from (to ward off); a cock or male fowl :--cock.
G00221	Ἀλεξανδρεύς	Alexandreús	al-ex-and-reuce'	221 from (the city so called); an Alexandreian or inhabitant of Alexandria :--of Alexandria, Alexandrian.
G00222	Ἀλεξανδρῖνος	Alexandrînos	al-ex-an-dree'-nos	222 from the same as ; Alexandrine, or belonging to Alexandria :--of Alexandria.
G00223	Ἀλέξανδρος	Aléxandros	al-ex'-an-dros	223 from the same as (the first part of) and ; man-defender; Alexander, the name of three Israelites and one other man :--Alexander.
G00224	ἄλευρον	áleuron	al'-yoo-ron	224 from (to grind); flour :--meal.
G00225	ἀλήθεια	alḗtheia	al-ay'-thi-a	225 from ; truth :--true, X truly, truth, verity.
G00226	ἀληθεύω	alētheúō	al-ayth-yoo'-o	226 from ; to be true (in doctrine and profession) :--speak (tell) the truth.
G00227	ἀληθής	alēthḗs	al-ay-thace'	227 from (as a negative particle) and ; true (as not concealing) :--true, truly, truth.
G00228	ἀληθινός	alēthinós	al-ay-thee-nos'	228 from ; truthful :--true.
G00229	ἀλήθω	alḗthō	al-ay'-tho	229 from the same as ; to grind :--grind.
G00230	ἀληθῶς	alēthōs	al-ay-thoce'	230 adverb from ; truly :--indeed, surely, of a surety, truly, of a (in) truth, verily, very.
G00231	ἁλιεύς	halieús	hal-ee-yoos'	231 from ; a sailor (as engaged on the salt water), i.e. (by implication) a fisher :--fisher(-man).
G00232	ἁλιεύω	halieúō	hal-ee-yoo'-o	232 from ; to be a fisher, i.e. (by implication) to fish :--go a-fishing.
G00233	ἁλίζω	halízō	hal-id'-zo	233 from ; to salt :--salt.
G00234	ἀλίσγεμα	alísgema	al-is'-ghem-ah	234 from (to soil); (ceremonially) defilement :--pollution.
G00235	ἀλλά	allá	al-lah'	235 neuter plural of ; properly, other things, i.e. (adverbially) contrariwise (in many relations) :--and, but (even), howbeit, indeed, nay, nevertheless, no, notwithstanding, save, therefore, yea, yet.
G00236	ἀλλάσσω	allássō	al-las'-so	236 from ; to make different :--change.
G00237	ἀλλαχόθεν	allachóthen	al-lakh-oth'-en	237 from ; from elsewhere :--some other way.
G00238	ἀλληγορέω	allēgoréō	al-lay-gor-eh'-o	238 from and (to harangue (compare )); to allegorize :--be an allegory (the Greek word itself).
G00239	ἀλληλουϊα	allēlouïa	al-lay-loo'-ee-ah	239 of Hebrew origin (imperative of and ); praise ye Jah!, an adoring exclamation :--alleluiah.
G00240	ἀλλήλων	allḗlōn	al-lay'-lone	240 Genitive plural from reduplicated; one another :--each other, mutual, one another, (the other), (them-, your-)selves, (selves) together (sometimes with or ).
G00241	ἀλλογενής	allogenḗs	al-log-en-ace'	241 from and ; foreign, i.e. not a Jew :--stranger.
G00242	ἅλλομαι	hállomai	hal'-lom-ahee	242 middle voice of apparently a primary verb; to jump; figuratively, to gush :--leap, spring up.
G00243	ἄλλος	állos	al'-los	243 a primary word; "else," i.e. different (in many applications) :--more, one (another), (an-, some an-)other(-s, -wise).
G00244	ἀλλοτριεπίσκοπος	allotriepískopos	al-lot-ree-ep-is'-kop-os	244 from and ; overseeing others' affairs, i.e. a meddler (specially, in Gentile customs) :--busybody in other men's matters.
G00245	ἀλλότριος	allótrios	al-lot'-ree-os	245 from ; another's, i.e. not one's own; by extension foreign, not akin, hostile :--alien, (an-)other (man's, men's), strange(-r).
G00246	ἀλλόφυλος	allóphylos	al-lof'-oo-los	246 from and ; foreign, i.e. (specially) Gentile :--one of another nation.
G00247	ἄλλως	állōs	al'-loce	247 adverb from ; differently :--otherwise.
G00248	ἀλοάω	aloáō	al-o-ah'-o	248 from the same as ; to tread out grain :--thresh, tread out the corn.
G00249	ἄλογος	álogos	al'-og-os	249 from (as a negative particle) and ; irrational :--brute, unreasonable.
G00250	ἀλόη	alóē	al-o-ay'	250 of foreign origin (compare ); aloes (the gum) :--aloes.
G00251	ἅλς	háls	halce	251 a primary word; "salt" :--salt.
G00252	ἁλυκός	halykós	hal-oo-kos'	252 from ; briny :--salt.
G00253	ἀλυπότερος	alypóteros	al-oo-pot'-er-os	253 comparative of a compound of (as a negative particle) and ; more without grief :--less sorrowful.
G00254	ἅλυσις	hálysis	hal'-oo-sis	254 of uncertain derivation; a fetter or manacle :--bonds, chain.
G00255	ἀλυσιτελής	alysitelḗs	al-oo-sit-el-ace'	255 from (as a negative particle) and the base of ; gainless, i.e. (by implication) pernicious :--unprofitable.
G00256	Ἀλφαῖος	Alphaîos	al-fah'-yos	256 of Hebrew origin (compare ); Alphæus, an Israelite :--Alpheus.
G00257	ἅλων	hálōn	hal'-ohn	257 probably from the base of ; a threshing-floor (as rolled hard), i.e. (figuratively) the grain (and chaff, as just threshed) :--floor.
G00258	ἀλώπηξ	alṓpēx	al-o'-pakes	258 of uncertain derivation; a fox, i.e. (figuratively) a cunning person :--fox.
G00259	ἅλωσις	hálōsis	hal'-o-sis	259 from a collateral form of ; capture, be taken.
G00260	ἅμα	háma	ham'-ah	260 a primary particle; properly, at the "same" time, but freely used as a preposition or adverb denoting close association :--also, and, together, with(-al).
G00261	ἀμαθής	amathḗs	am-ath-ace'	261 from (as a negative particle) and ; ignorant :--unlearned.
G00262	ἀμαράντινος	amarántinos	am-ar-an'-tee-nos	262 from ; "amaranthine", i.e. (by implication) fadeless :--that fadeth not away.
G00263	ἀμάραντος	amárantos	am-ar'-an-tos	263 from (as a negative particle) and a presumed derivative of ; unfading, i.e. (by implication) perpetual :--that fadeth not away.
G00264	ἁμαρτάνω	hamartánō	ham-ar-tan'-o	264 perhaps from (as a negative particle) and the base of ; properly, to miss the mark (and so not share in the prize), i.e. (figuratively) to err, especially (morally) to sin :--for your faults, offend, sin, trespass.
G00265	ἁμάρτημα	hamártēma	ham-ar'-tay-mah	265 from ; a sin (properly concrete) :--sin.
G00266	ἁμαρτία	hamartía	ham-ar-tee'-ah	266 from ; a sin (properly abstract) :--offence, sin(-ful).
G00267	ἀμάρτυρος	amártyros	am-ar'-too-ros	267 from (as a negative particle) and a form of ; unattested :--without witness.
G00268	ἁμαρτωλός	hamartōlós	ham-ar-to-los'	268 from ; sinful, i.e. a sinner :--sinful, sinner.
G00269	ἄμαχος	ámachos	am'-akh-os	269 from (as a negative particle) and ; peaceable :--not a brawler.
G00270	ἀμάω	amáō	am-ah'-o	270 from ; properly, to collect, i.e. (by implication) reap :--reap down.
G00271	ἀμέθυστος	améthystos	am-eth'-oos-tos	271 from (as a negative particle) and a derivative of ; the "amethyst" (supposed to prevent intoxication) :--amethyst.
G00272	ἀμελέω	ameléō	am-el-eh'-o	272 from (as a negative particle) and ; to be careless of :--make light of, neglect, be negligent, no regard.
G00273	ἄμεμπτος	ámemptos	am'-emp-tos	273 from (as a negative particle) and a derivative of ; irreproachable :--blameless, faultless, unblamable.
G00274	ἀμέμπτως	amémptōs	am-emp'-toce	274 adverb from ; faultlessly :--blameless, unblamably.
G00275	ἀμέριμνος	amérimnos	am-er'-im-nos	275 from (as a negative particle) and ; not anxious :--without care(-fulness), secure.
G00276	ἀμετάθετος	ametáthetos	am-et-ath'-et-os	276 from (as a negative particle) and a derivative of ; unchangeable, or (neuter as abstract) unchangeability :--immutable(-ility).
G00277	ἀμετακίνητος	ametakínētos	am-et-ak-in'-ay-tos	277 from (as a negative particle) and a derivative of ; immovable :--unmovable.
G00278	ἀμεταμέλητος	ametamélētos	am-et-am-el'-ay-tos	278 from (as a negative particle) and a presumed derivative of ; irrevocable :--without repentance, not to be repented of.
G00279	ἀμετανόητος	ametanóētos	am-et-an-o'-ay-tos	279 from (as a negative particle) and a presumed derivative of ; unrepentant :--impenitent.
G00280	ἄμετρος	ámetros	am'-et-ros	280 from (as a negative particle) and ; immoderate :--(thing) without measure.
G00281	ἀμήν	amḗn	am-ane'	281 of Hebrew origin ( ); properly, firm, i.e. (figuratively) trustworthy; adverbially, surely (often as interjection, so be it) :--amen, verily.
G00282	ἀμήτωρ	amḗtōr	am-ay'-tore	282 from (as a negative particle) and ; motherless, i.e. of unknown maternity :--without mother.
G00283	ἀμίαντος	amíantos	am-ee'-an-tos	283 from (as a negative particle) and a derivative of ; unsoiled, i.e. (figuratively) pure :--undefiled.
G00284	Ἀμιναδάβ	Aminadáb	am-ee-nad-ab'	284 of Hebrew origin ( ); Aminadab, an Israelite :--Aminadab.
G00285	ἄμμος	ámmos	am'-mos	285 perhaps from ; sand (as heaped on the beach) :--sand.
G00286	ἀμνός	amnós	am-nos'	286 apparently a primary word; a lamb :--lamb.
G00287	ἀμοιβή	amoibḗ	am-oy-bay'	287 from (to exchange); requital :--requite.
G00288	ἄμπελος	ámpelos	am'-pel-os	288 probably from the base of and that of ; a vine (as coiling about a support) :--vine.
G00289	ἀμπελουργός	ampelourgós	am-pel-oor-gos'	289 from and ; a vine-worker, i.e. pruner :--vine-dresser.
G00290	ἀμπελών	ampelṓn	am-pel-ohn'	290 from ; a vineyard :--vineyard.
G00291	Ἀμπλίας	Amplías	am-plee'-as	291 contracted for Latin ampliatus (enlarged); Amplias, a Roman Christian :--Amplias.
G00292	ἀμύνομαι	amýnomai	am-oo'-nom-ahee	292 middle voice of a primary verb; to ward off (for oneself), i.e. protect :--defend.
G00293	ἀμφίβληστρον	amphíblēstron	am-fib'-lace-tron	293 from a compound of the base of and ; a (fishing) net (as thrown about the fish) :--net.
G00294	ἀμφιέννυμι	amphiénnymi	am-fee-en'-noo-mee	294 from the base of and (to invest); to enrobe :--clothe.
G00295	Ἀμφίπολις	Amphípolis	am-fip'-ol-is	295 from the base of and ; a city surrounded by a river; Amphipolis, a place in Macedonia :--Amphipolis.
G00296	ἄμφοδον	ámphodon	am'-fod-on	296 from the base of and ; a fork in the road :--where two ways meet.
G00297	ἀμφότερος	amphóteros	am-fot'-er-os	297 comparative of (around); (in plural) both :--both.
G00298	ἀμώμητος	amṓmētos	am-o'-may-tos	298 from (as a negative particle) and a derivative of ; unblamable :--blameless.
G00299	ἄμωμος	ámōmos	am'-o-mos	299 from (as a negative particle) and ; unblemished (literally or figuratively) :--without blame (blemish, fault, spot), faultless, unblamable.
G00300	Ἀμών	Amṓn	am-one'	300 of Hebrew origin ( ); Amon, an Israelite :--Amon.
G00301	Ἀμώς	Amṓs	am-oce'	301 of Hebrew origin ( ); Amos, an Israelite :--Amos.
G00302	ἄν	án	an	302 a primary particle, denoting a supposition, wish, possibility or uncertainty :--(what-, where-, wither-, who-)soever. Usually unexpressed except by the subjunctive or potential mood. Also contracted for .
G00303	ἀνά	aná	an-ah'	303 a primary preposition and adverb; properly, up; but (by extension) used (distributively) severally, or (locally) at (etc.) :--and, apiece, by, each, every (man), in, through. In compounds (as a prefix) it often means (by implication) repetition, intensity, reversal, etc.
G00304	ἀναβαθμός	anabathmós	an-ab-ath-mos'	304 from (compare ); a stairway :--stairs.
G00305	ἀναβαίνω	anabaínō	an-ab-ah'-ee-no	305 from and the base of ; to go up (literally or figuratively) :--arise, ascend (up), climb (go, grow, rise, spring) up, come (up).
G00306	ἀναβάλλομαι	anabállomai	an-ab-al'-lom-ahee	306 middle voice from and ; to put off (for oneself) :--defer.
G00307	ἀναβιβάζω	anabibázō	an-ab-ee-bad'-zo	307 from and a derivative of the base of ; to cause to go up, i.e. haul (a net) :--draw.
G00308	ἀναβλέπω	anablépō	an-ab-lep'-o	308 from and ; to look up; by implication, to recover sight :--look (up), see, receive sight.
G00309	ἀνάβλεψις	anáblepsis	an-ab'-lep-sis	309 from ; restoration of sight :--recovery of sight.
G00310	ἀναβοάω	anaboáō	an-ab-o-ah'-o	310 from and ; to halloo :--cry (aloud, out).
G00311	ἀναβολή	anabolḗ	an-ab-ol-ay'	311 from ; a putting off :--delay.
G00312	ἀναγγέλλω	anangéllō	an-ang-el'-lo	312 from and the base of ; to announce (in detail) :--declare, rehearse, report, show, speak, tell.
G00313	ἀναγεννάω	anagennáō	an-ag-en-nah'-o	313 from and ; to beget or (by extension) bear (again) :--beget, (bear) X (again).
G00314	ἀναγινώσκω	anaginṓskō	an-ag-in-oce'-ko	314 from and ; to know again, i.e. (by extension) to read :--read.
G00315	ἀναγκάζω	anankázō	an-ang-kad'-zo	315 from ; to necessitate :--compel, constrain.
G00316	ἀναγκαῖος	anankaîos	an-ang-kah'-yos	316 from ; necessary; by implication, close (of kin) :--near, necessary, necessity, needful.
G00317	ἀναγκαστῶς	anankastōs	an-ang-kas-toce'	317 adverb from a derivative of ; compulsorily :--by constraint.
